tier,run,id,topic,response,choice,points,collapsed,congruent
model_A,5,50,economics,"My choice is question 1.

The answer is (A) a service. Cutting hair involves providing a service to someone else.",1.0,10.0,False,True
model_A,5,51,writing-strategies,"My choice is Question 1, and my answer is (C) to inform.",1.0,20.0,False,True
model_A,5,52,grammar,"My choice is question 2.

The sentence ""Raymond always approaches difficult tasks enthusiastically, and he frequently motivates others with his energy and fervor"" is a compound sentence. It contains two independent clauses joined by the coordinating conjunction ""and"".",2.0,40.0,False,True
model_A,5,53,biology,"My choice is question 1.

The organism in the same genus as the green tree frog (Hyla cinerea) is (C) Hyla cinerea.",1.0,40.0,False,True
model_A,5,54,literacy-in-science,"My choice is question 1.

Feeding offspring during mouthbrooding increases the chances that (B) The female's offspring will survive.

The passage states that ""The female Blunthead Cichlid spends a lot of energy feeding her offspring."" This suggests that feeding offspring during mouthbrooding helps ensure that The female's offspring will survive.",1.0,40.0,False,True
model_A,5,55,civics,"My choice is question 1.

The Ninth Amendment says that TheAmericanpeople (B)dohave rightsotherthantheoneslistedintheConstitution.",,,True,
model_A,5,56,geography,"My choice is question 2.

The capital of New Hampshire is Concord. ThereforeThe answer is (D) Concord.",2.0,10.0,False,True
model_A,5,57,physics,"My choice is Question 1.

The answer is (A) pencil. A pencil is a solid object made up of wood, graphite, and clay. The other options listed are not solids. A rain puddle is a liquid, helium is a gas, and wet paint can be either liquid or solid depending on the state of the paint.",1.0,10.0,False,True
model_A,5,58,punctuation,"My choice is question 1.

The correct answer is (B) imperative.

The sentence ""Please hold your applause until all performers have concluded their acts"" is an imperative sentence because it is giving a command or request.",1.0,40.0,False,True
model_A,5,59,civics,"My choice is Question 1.

The example of ""unreasonable search"" protected by the Fourth Amendment would be (C) A police officer looks through a student's backpack for no reason. This is because The Fourth Amendment protects individuals against unreasonable searches conducted bylaw enforcement officers. The amendment requires that searches must bereasonableandnecessarytoprotectsocietyfromcriminalactivityorotherimminentdangers.

ThereforeTheFourthAmendmentprotectsagainstunreasonablesearchesandseizuresbylawenforcementofficers.",,,True,
model_A,5,60,physics,"My choice is Question 1.

The property that these two objects have in common is (A) breakable.",1.0,10.0,False,True
model_A,5,61,earth-science,"My choice is question 2.

The Taupo Volcanic Zone formed at a **A** convergent boundary.",2.0,40.0,False,True
model_A,5,62,biology,"My choice is question 3.

The part of a pine tree that makes seeds is (B) The Cones.",3.0,40.0,False,True
model_A,5,63,biology,"My choice is question 1.

The mutation affected The transporter protein, The w gene.",1.0,30.0,False,True
model_A,5,64,punctuation,"My choice is question 1.

The correct answer is (A) ""The Ant and the Grasshopper"" because it is the proper way to title a short story. The title should be enclosed in quotation marks if it includes any punctuation marks.",1.0,20.0,False,True
model_A,5,65,units-and-measurement,"My choice is question 2.

A leather belt is typically 26 inches long. ThereforeThe answer is (C) 26 inches.",2.0,40.0,False,True
model_A,5,66,civics,"My choice is question 1.

The Sixth Amendment lists several rights of people who are charged with crimes. These include:

  * The right to a speedy and public trial
  * The right to be tried by an impartial jury
  * The right to be informed of the nature and cause of the accusation
  * The right to be able to confront and cross-examine witnesses
  * The right to have assistance from a lawyer

The right promised by the Sixth Amendment that is **not** listed is (B) The right to choose the judge for their trial. This is becauseThe Sixth Amendment does not explicitly state thatTheRightToChooseTheJudgeForTheirTrialisARightPromisedByTheAmendment.",,,True,
model_A,5,67,units-and-measurement,"My choice is question 1.

The volume of a bowl of soup is 8 fluid ounces.",1.0,20.0,False,True
model_A,5,68,geography,"My choice is question 1.

The capital of Nevada is Carson City. Therefore The answer is (C) Carson City.",1.0,10.0,False,True
model_A,5,69,us-history,"My choice is question 1.

The Revolutionary War began 12 years after the end of the French and Indian War. Therefore, statement (A) is true.",1.0,40.0,False,True
model_A,5,70,civics,"My choice is question 1.

The answer is (A) A governor. A governor is part of the state government.",1.0,10.0,False,True
model_A,5,71,biology,"My choice is question 1.

The bird shown below is (B) Keel-billed Toucan.",1.0,10.0,False,True
model_A,5,72,writing-strategies,"My choice is question 1.

The word that best describes how these marbles feel to the touch is (C) smooth.",1.0,10.0,False,True
model_A,5,73,literacy-in-science,"My choice is Question 1.

The leaf-cutter ant has trait (B) It can carry a piece of a leaf.",1.0,10.0,False,True
model_A,5,74,writing-strategies,"My choice is question 1.

The word that best describes how this toast smells is (A) burnt.",1.0,10.0,False,True
model_A,5,75,literacy-in-science,"My choice is question 2.

The answer is (B) The feathers on its throat are red, like a ruby.

The Ruby-throated Hummingbird gets its name from Theruby-colored feathersonitsthroat.",2.0,10.0,False,True
model_A,5,76,us-history,"My choice is question 1.

The colony shown is (D) New Hampshire.",1.0,30.0,False,True
model_A,5,77,earth-science,"My choice is question 1.

The statement ""Earth is the largest planet that is made mainly of rock"" is false.Earthisthethirdlargestplanetinoursolarsystemanditismadeupofacombinationofrockandmetal.",,,True,
model_A,5,78,punctuation,"I choose question 1.

The correct closing for a letter is (B) Many Thanks,
Peter.",1.0,20.0,False,True
model_A,5,79,units-and-measurement,"My choice is question 1, ""What is the mass of an elephant?"" 

The answer is (C) 4 tons. The mass of an average adult elephant is typically around 4-6 tons.",1.0,20.0,False,True
model_A,5,80,reference-skills,"My choice is question 2.

The answer is (B) No.

The guide words ""however"" - ""hue"" suggest that words starting with ""H"" would be found on this page. The word ""herd"" does not start with ""H"" so it would not be found on this page.",2.0,40.0,False,True
model_A,5,81,physics,"My choice is question 1.

The answer is (A) Sample A.

The average kinetic energy of particles is directly proportional to temperature. Therefore, Sample A has a higher temperature than Sample B.",1.0,40.0,False,True
model_A,5,82,earth-science,"My choice is question 1.

The specific humidity level measured within the outlined area shown is 14 grams of water vapor per kilogram of air. ThereforeThe answer is (C) 14 grams of water vapor per kilogram of air.",1.0,30.0,False,True
model_A,5,83,earth-science,"My choice is question 1.

The answer is (A) insect.

The fossilized remains of insects are generally older than those of mammals. Insects first appeared during theCambrian period,which lastedfrom541to485millionyearsago. ThefirstmammalsappearedduringtheCarboniferousperiodwhichlastedfrom359to299millionyearsago.",,,True,
model_A,5,84,us-history,"My choice is question 1.

The colony shown is (D) Maryland.",1.0,40.0,False,True
model_A,5,85,writing-strategies,"My choice is question 1.

The logical fallacy used in the text is (B) guilt by association. The speaker is trying to discredit Wanda's claim about only watching educational programming by associating it with Wanda's sister's habit of watching reality television. This fallacy assumes that because Wanda's sister watches reality TV, Wanda must also watch reality TV.",1.0,30.0,False,True
model_A,5,86,biology,"My choice is question 1.

Andrew's trait is likely acquired because he likes to look at butterflies and beetles. This suggests that he has developed an interest in observing these insects, which could lead him to acquire knowledge about them through reading books. Therefore, option (A) Andrew likes to look at butterflies and beetles supports the conclusion that Andrew acquired this trait.",1.0,30.0,False,True
model_A,5,87,literacy-in-science,"My choice is question 1.

The lunchroom is most likely to flood when a river next to the school overflows. This is because rivers tend to overflow during heavy rainfall, causing floodwaters to flow into buildings and other structures. During a drought, there would be less rain, so the river would not overflow. Therefore, option (A) is correct.",1.0,20.0,False,True
model_A,5,88,reference-skills,"My choice is question 2.

The answer would be (B) formal.

The guide words ""face - fro"" indicate that the dictionary entry should be located between the words ""face"" and ""fro"". The word ""formal"" fits within this range, so it would be found on this dictionary page.",2.0,20.0,False,True
model_A,5,89,chemistry,"My choice is Question 1.

The answer is (C) Both are caused by heating.

Cooking chicken in an oven involves heating the chicken, causing physical changes such as evaporation of moisture, caramelization of sugars, and denaturation of proteins. Melting glass involves heating glass until it reaches its melting point, causing physical changes such as TheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswerIsTheAnswer",,,True,
