tier,run,id,topic,response,choice,points,collapsed
model_A,3,70,civics,"My choice is Question 3.

The statement ""Both my state and national government officials have power over important issues"" would most likely be made by a person who lives under a federal system. This is because under a federal system, both state and national governments have jurisdiction over certain issues, allowing them to collaborate and coordinate efforts.",3.0,30.0,False
model_A,3,71,biology,"My choice is question 1.

The animal's legs that are adapted for wading is (A) painted stork.",1.0,10.0,False
model_A,3,72,writing-strategies,"My choice is question 1.

The run-on sentence is (B) The park is a beautiful place, everyone goes there. This sentence is run-on because it lacks a coordinating conjunction (such as ""and"" or ""but"") or a subordinating conjunction (such as ""because"" or ""although"") to join independent clauses. Instead, it combines two independent clauses without proper punctuation. The correct answer would be (A) The child chews her food carefully.",1.0,10.0,False
model_A,3,73,literacy-in-science,"My choice is question 2.

Hurricanes are large spiral-shaped storms.",2.0,20.0,False
model_A,3,74,writing-strategies,"My choice is question 1.

The complete sentence is (A) The farmers pick the corn and beans.",1.0,10.0,False
model_A,3,75,literacy-in-science,"My choice is question 2.

The leaf-cutter ant has the trait ofeating leaves.",2.0,10.0,False
model_A,3,76,us-history,"My choice is question 3.

Abraham Lincoln is famous for (C) He helped to end slavery. He was the 16th President of the UnitedStatesand led the country through its most trying period, includingtheCivilWarandtheEndofSlavery.",,,True
model_A,3,77,earth-science,"My choice is question 1.

The Motagua Fault formed at a **A** transform boundary.",1.0,40.0,False
model_A,3,78,punctuation,"My choice is question 2.

The correct answer is (A) exclamatory.

The sentence ""Bryan has never tried chocolate ice cream before, which I find astounding!"" contains an exclamation mark, indicating that it is an exclamatory sentence.",2.0,30.0,False
model_A,3,79,units-and-measurement,"My choice is question 1.

The mass of a vacuum cleaner is typically 20 pounds. Therefore, I would choose (A) 20 pounds.",1.0,20.0,False
model_A,3,80,reference-skills,"My choice is question 1.

The answer is (B) Yes.

The guide words ""dandy - dust"" indicate that the word ""doubt"" would be found on the dictionary page located between ""dandy"" and ""dust"".",1.0,30.0,False
model_A,3,81,physics,"My choice is question 1.

According to Newton's third law, every action has anequalandoppositereaction. Therefore,Thediscmagnetispullingonthebarmagnet.",,,True
model_A,3,82,earth-science,"My choice is question 1.

The outlined area shows The temperature within The outlined areais -10°C.",1.0,30.0,False
model_A,3,83,earth-science,"My choice is question 1.

The trait I can observe on the fossil of Canis dirus is (C) pointed teeth.",1.0,30.0,False
model_A,3,84,us-history,"My choice is Question 2.

Amelia Earhart was a famous **D**) pilot.

Amelia Earhart was a pioneering aviator who became the first woman to fly solo across theAtlanticOcean. She was known for her numerous aviation records and her contributions to aviation history.",2.0,10.0,False
model_A,3,85,writing-strategies,"My choice is question 1.

The answer is (B) Moray eels look like snakes, but they belong to a different class of the animal kingdom. 

The pronoun ""they"" refers to Moray eels, which makes the reference vague.",1.0,30.0,False
model_A,3,86,biology,"My choice is question 1.

The relationship formed when European mistletoe grows on a linden tree is (B) parasitic. This is because European mistletoe relies on the linden tree for nutrients and survival, causing harm to the host tree.",1.0,30.0,False
model_A,3,87,literacy-in-science,"My choice is question 2.

The characteristic of tropical coral reefs that is best supported by the passage is (C) They have warm, salty water. This is because coral reefs require warm, clear water rich in nutrients to thrive.",2.0,30.0,False
model_A,3,88,reference-skills,"My choice is question 2.

The answer is (B) Yes.

The guide words ""Somehow - spill"" suggest that words between ""Somehow"" and ""spill"" would be found on this dictionary page. The word ""Shoulder"" falls within this range, so it would be found on this page.",2.0,20.0,False
model_A,3,89,chemistry,"My choice is question 1.

The answer is (A) Both are chemical changes. 

Cooking a pancake involves chemical changes because the pancake undergoes Maillard reactions, which cause browning, caramelization, and development of flavor. Burning food on a stove involves chemical changes because combustion occurs, releasing energy and producing carbon dioxide, water vapor, and other combustion products. Both processes involve chemical changes.",1.0,20.0,False
model_A,3,90,punctuation,"My choice is question 2.

The correct answer is (B) ***All the King's Men***.

The correct way to show the title of a movie is by enclosing it in **asterisks**.",2.0,20.0,False
model_A,3,91,us-history,"My choice is question 1.

The colony shown is Rhode Island. ThereforeThe answer is (D) Rhode Island.",1.0,30.0,False
model_A,3,92,chemistry,"My choice is question 1.

Solution A has a higher concentration of blue particles.",1.0,40.0,False
model_A,3,93,civics,"My choice is Question 1.

The statement ""Both my state and national government officials have power over important issues"" would most likely be made by a person who lives under a federal system. This is because under a federal system, both state and national governments have powers over important issues, rather than just one level of government having control over all issues.",1.0,30.0,False
model_A,3,94,earth-science,"My choice is question 1.

Plastic is not a mineral. Therefore, I would answer (B) No.",1.0,30.0,False
model_A,3,95,economics,"My choice is question 1.

The answer is (A) The supply probably went down.

The overall supply of men's shirts in Somerville would likely go down because there are fewer men's clothing stores on Main Street. If fewer stores are selling men's shirts, then there would be less availability of men's shirts, resulting in a decrease in supply.",1.0,40.0,False
model_A,3,96,economics,"My choice is question 1.

The answer is (A) Percy can trade his tomatoes for Cole's broccoli.",1.0,40.0,False
model_A,3,97,writing-strategies,"My choice is question 1, and my answer is (B) Hurricanes are tropical storms with strong winds and heavy rains. This sentence states a fact about hurricanes.",1.0,20.0,False
model_A,3,98,biology,"My choice is question 1.

Based on the information provided, Briar's genotype for the fur texture gene is ff. This means Briar has two copies of the recessive allele (f) for the fur texture gene, resulting in wavy fur. Therefore, the answer is (A) wavy fur.",1.0,40.0,False
model_A,3,99,chemistry,"My choice is Question 1.

Solution A has a higher concentration of pink particles.",1.0,30.0,False
model_A,3,100,units-and-measurement,"My choice is question 1.

The volume of a large soup pot is 8 liters.",1.0,20.0,False
model_A,4,1,geography,"My choice is question 1, and my answer is (A) Africa.",1.0,30.0,False
model_A,4,2,geography,"My choice is Question 1, and my answer is (C) Augusta.",1.0,20.0,False
model_A,4,3,us-history,"My choice is question 1.

Cesar Chavez came from (B) a Mexican American family.",1.0,10.0,False
model_A,4,4,chemistry,"My choice is question 1.

The answer is (B) Physical change.

Tying a shoelace involves rearranging the fibers of the shoelace without altering its chemical composition. Therefore, it is a physical change.",1.0,10.0,False
model_A,4,5,punctuation,"My choice is question 1.

The correct answer is (A) ""Taste of Home"" because magazine titles should be written in title case ( capitalize the first letter of each major word except prepositions, articles, and coordinating conjunctions).",1.0,30.0,False
model_A,4,6,grammar,"My choice is 2. Which is a compound sentence? (B) On the ferry to Ellis Island, Eliana took a photograph, and now it's sitting in a frame on her dresser at home.

The answer is (B) compound.

A compound sentence contains two independent clauses joined by a coordinating conjunction (such as ""and,"" ""but,"" ""or,"" ""nor,"" ""for,"" ""so,"" ""yet,"" ""while,"" ""although,"" ""because,"" ""since,"" ""unless,"" ""Until,"" ""If,"" ""After,"" ""Before,"" ""While,"" ""Although,"" ""Because,"" ""Since,"" ""Unless,"" ""Until,"" ""If,"" ""After,"" ""Before,"" ""While,"" ""Although,"" ""Because,"" ""Since,"" ""Unless,"" ""Until,"" ""If,"" ""After,"" ""Before,"" ""While,"" ""Although,"" ""Because,"" ""Since,"" ""Unless,"" ""Until,"" ""If,"" ""After,"" ""Before,"" ""While,"" ""Although,"" ""Because,"" ""Since,"" ""Unless,"" ""Until,"" ""If,"" ""After,"" ""Before,"" ""While,"" ""Although,"" ""Because,"" ""Since,"" ""Unless,"" ""Until,"" ""If,"" ""After,"" ""Before,"" ""While,"" ""Although,"" ""Because,"" ""Since,"" ""Unless,"" ""Until,"" ""If,"" ""After,"" ""Before,"" ""While,"" ""Although,"" ""Because,"" ""Since,"" ""Unless,"" ""Until,"" ""If,"" ""After,"" """,,,True
model_A,4,7,biology,"My choice is question 1.

The answer is (A) Mediterranean tree frog. The Mediterranean tree frog's toes have吸盘状的吸盘，which allows them to stick to smooth surfaces.",1.0,10.0,False
model_A,4,8,punctuation,"My choice is 1. Which closing is correct for a letter? (A) Your friend,
Zane

Answer: (A) Your friend,
Zane

The correct closing for a letter should include a comma after ""Your"" and ""Friend"" respectively.",1.0,20.0,False
